Age,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome
25,Sales,24,1,Life Sciences,Male,73,1,Sales Representative,Single,1,Yes,3,0,1,4,3,1,0,1,0,1118
26,Research & Development,4,2,Life Sciences,Male,53,1,Research Scientist,Single,1,Yes,4,0,8,2,2,8,5,2,2,2875
45,Sales,2,3,Marketing,Female,94,5,Manager,Single,2,Yes,3,0,26,2,3,24,10,1,11,18824
55,Research & Development,8,1,Medical,Male,37,4,Healthcare Representative,Divorced,1,Yes,3,1,34,3,3,33,9,15,0,13577
21,Research & Development,10,2,Life Sciences,Female,45,1,Laboratory Technician,Single,1,No,4,0,2,2,1,2,2,2,2,2625
46,Sales,4,2,Marketing,Female,33,5,Manager,Married,2,No,3,1,26,2,3,11,4,0,8,18789
34,Sales,2,3,Marketing,Female,86,2,Sales Executive,Single,0,Yes,3,0,4,3,3,3,2,0,2,4538
51,Sales,9,3,Life Sciences,Male,83,5,Manager,Divorced,4,Yes,4,1,31,5,2,29,10,11,10,19847
59,Research & Development,18,4,Medical,Male,67,3,Manufacturing Director,Single,6,No,3,0,25,6,2,9,7,5,4,10512
34,Research & Development,19,3,Medical,Female,46,2,Laboratory Technician,Divorced,4,No,3,2,15,2,4,11,8,5,10,4444
28,Research & Development,1,4,Medical,Male,44,1,Laboratory Technician,Single,0,Yes,3,0,5,2,2,4,2,0,2,2154
44,Research & Development,4,2,Life Sciences,Male,92,5,Manager,Divorced,1,No,3,2,26,4,2,25,9,14,13,19190
34,Human Resources,11,3,Life Sciences,Male,56,2,Human Resources,Married,4,No,3,2,14,5,4,10,9,1,8,4490
35,Research & Development,6,1,Life Sciences,Male,66,1,Research Scientist,Married,0,Yes,3,0,4,3,3,3,2,2,2,3506
42,Research & Development,7,4,Medical,Female,78,2,Research Scientist,Married,6,Yes,3,0,18,2,3,1,0,0,0,2372
43,Sales,4,4,Marketing,Female,56,3,Sales Executive,Single,3,No,3,0,23,3,4,21,7,15,17,10231
36,Research & Development,2,4,Life Sciences,Female,53,2,Manufacturing Director,Single,9,Yes,3,0,18,2,3,16,14,5,12,5410
44,Research & Development,15,3,Medical,Female,73,3,Healthcare Representative,Married,1,No,3,1,10,2,3,10,7,0,5,7978
28,Research & Development,2,3,Life Sciences,Male,52,1,Laboratory Technician,Married,1,Yes,3,1,2,2,3,2,2,2,2,3867
51,Research & Development,6,2,Medical,Female,40,1,Laboratory Technician,Single,0,No,3,0,8,6,2,7,0,7,7,2838
30,Research & Development,9,2,Medical,Female,72,2,Manufacturing Director,Single,7,Yes,3,0,10,3,3,8,4,1,7,4695
29,Research & Development,7,3,Technical Degree,Female,39,1,Laboratory Technician,Divorced,3,Yes,3,2,10,2,3,7,7,7,7,3339
28,Research & Development,1,3,Technical Degree,Male,84,1,Research Scientist,Single,2,No,3,0,5,2,2,3,2,1,2,2080
25,Research & Development,1,3,Medical,Female,40,1,Research Scientist,Single,1,No,3,0,2,3,2,2,2,2,1,2096
32,Sales,8,3,Medical,Male,56,2,Sales Executive,Married,1,No,3,2,10,4,4,10,7,0,8,6209
45,Research & Development,25,3,Medical,Female,83,5,Manager,Single,3,No,4,0,22,4,3,0,0,0,0,18061
39,Research & Development,13,4,Medical,Female,94,4,Manager,Divorced,6,Yes,3,2,21,4,3,19,9,15,2,17123
58,Research & Development,23,4,Life Sciences,Male,88,1,Research Scientist,Divorced,1,No,3,2,2,3,3,2,2,2,2,2372
32,Research & Development,7,2,Life Sciences,Male,79,2,Laboratory Technician,Married,1,No,3,1,10,3,3,10,4,1,1,4883
39,Research & Development,23,3,Medical,Male,93,1,Research Scientist,Single,0,No,3,0,6,2,3,5,2,0,3,3904
30,Research & Development,6,3,Technical Degree,Female,48,2,Laboratory Technician,Married,0,No,3,1,10,6,3,9,2,6,7,4627
36,Research & Development,10,4,Technical Degree,Female,63,3,Healthcare Representative,Married,3,No,3,0,10,0,3,7,7,1,7,7094
46,Human Resources,1,2,Life Sciences,Female,44,1,Human Resources,Single,6,No,3,0,10,3,4,7,6,5,7,3423
28,Research & Development,1,3,Life Sciences,Female,55,2,Laboratory Technician,Married,0,No,3,3,10,6,3,9,8,7,5,6674
50,Research & Development,28,3,Life Sciences,Female,43,4,Research Director,Married,4,Yes,3,0,25,2,3,3,2,1,2,16880
40,Sales,25,4,Marketing,Male,57,3,Sales Executive,Single,2,Yes,3,0,9,2,3,5,4,1,0,9094
52,Sales,5,3,Life Sciences,Male,64,3,Sales Executive,Single,9,Yes,3,0,10,2,2,8,7,7,7,8446
30,Research & Development,17,4,Medical,Female,95,3,Manager,Married,1,Yes,4,2,9,2,3,9,1,0,8,11916
39,Research & Development,18,2,Life Sciences,Male,32,2,Manufacturing Director,Single,0,No,3,0,9,6,3,8,7,1,7,4534
31,Sales,2,4,Life Sciences,Female,57,3,Sales Executive,Divorced,1,Yes,3,1,10,5,2,10,8,9,6,9852
41,Sales,10,2,Medical,Male,40,2,Sales Executive,Single,1,No,3,0,19,4,3,19,2,11,9,6151
31,Sales,1,3,Life Sciences,Female,54,1,Sales Representative,Single,1,Yes,3,0,3,2,4,3,2,2,2,2302
44,Research & Development,3,3,Life Sciences,Male,89,1,Laboratory Technician,Married,4,No,3,0,10,4,4,3,2,1,2,2362
42,Research & Development,2,1,Life Sciences,Male,37,4,Manager,Married,0,Yes,3,0,21,3,2,20,8,2,10,17861
55,Research & Development,2,2,Medical,Female,58,5,Manager,Married,4,No,3,1,23,5,3,19,9,9,11,19187
56,Human Resources,8,4,Life Sciences,Male,99,5,Manager,Single,6,No,3,0,36,4,3,7,3,7,7,19717
40,Research & Development,16,2,Life Sciences,Male,74,1,Research Scientist,Divorced,9,No,3,1,6,0,3,4,2,0,0,3544
34,Research & Development,9,3,Life Sciences,Male,86,3,Healthcare Representative,Divorced,0,No,3,1,10,0,2,9,7,1,6,8500
40,Research & Development,2,3,Life Sciences,Male,98,2,Research Scientist,Single,1,No,3,0,9,4,3,9,8,8,8,4661
41,Sales,1,3,Marketing,Female,66,2,Sales Executive,Divorced,0,No,3,1,10,2,3,9,3,1,7,4103
35,Research & Development,4,4,Life Sciences,Male,87,2,Research Scientist,Single,1,Yes,3,0,9,3,3,9,6,1,1,4249
51,Human Resources,5,3,Life Sciences,Male,84,4,Manager,Divorced,1,Yes,3,1,33,2,3,33,9,0,10,14026
38,Sales,2,2,Life Sciences,Female,31,2,Sales Executive,Divorced,3,No,3,1,11,3,3,7,7,1,7,6893
34,Sales,15,2,Medical,Female,66,2,Sales Executive,Single,1,No,3,0,10,6,4,10,8,9,6,6125
25,Research & Development,19,1,Medical,Male,67,1,Laboratory Technician,Married,3,No,3,3,7,6,2,3,2,1,2,3669
58,Research & Development,7,4,Medical,Female,53,3,Manufacturing Director,Married,7,Yes,3,0,31,0,2,10,9,5,9,10008
40,Research & Development,1,4,Life Sciences,Male,88,1,Laboratory Technician,Married,3,No,4,1,7,3,3,4,2,0,3,2387
36,Sales,7,3,Marketing,Female,83,2,Sales Executive,Married,2,No,3,1,17,2,2,15,7,6,13,4639
48,Research & Development,4,3,Life Sciences,Male,54,3,Manufacturing Director,Single,1,No,3,0,11,2,3,10,9,0,8,7898
27,Sales,11,3,Medical,Female,98,1,Sales Representative,Married,8,No,3,1,5,4,3,1,0,0,0,2534
51,Research & Development,11,2,Technical Degree,Female,82,4,Manufacturing Director,Single,3,No,3,0,29,1,2,5,2,0,3,13142
18,Research & Development,1,3,Life Sciences,Female,97,1,Laboratory Technician,Single,1,No,3,0,0,5,4,0,0,0,0,1611
35,Research & Development,1,3,Medical,Female,60,2,Laboratory Technician,Married,0,No,3,1,10,0,3,9,7,0,0,5363
27,Sales,2,1,Life Sciences,Male,43,2,Sales Executive,Single,3,No,4,0,8,3,3,6,2,0,0,5071
55,Sales,13,4,Marketing,Male,85,4,Sales Executive,Single,6,Yes,3,0,24,2,2,19,7,3,8,13695
56,Research & Development,23,3,Life Sciences,Male,68,4,Manufacturing Director,Married,4,Yes,3,1,33,0,3,19,16,15,9,13402
34,Research & Development,26,1,Technical Degree,Female,92,1,Research Scientist,Divorced,1,No,4,3,5,2,3,5,4,0,0,2029
40,Research & Development,2,1,Medical,Female,89,2,Healthcare Representative,Divorced,5,No,4,3,15,0,3,12,11,11,8,6377
34,Research & Development,29,3,Medical,Male,86,2,Laboratory Technician,Married,4,No,3,2,10,1,3,8,7,7,7,5429
31,Sales,2,3,Life Sciences,Female,90,1,Sales Representative,Single,7,No,3,0,3,3,4,1,0,0,0,2785
35,Sales,18,4,Marketing,Female,67,2,Sales Executive,Married,0,Yes,3,1,5,0,2,4,2,3,2,4614
38,Research & Development,7,3,Life Sciences,Male,57,1,Research Scientist,Divorced,1,No,3,3,4,2,3,4,2,0,3,2610
34,Research & Development,2,4,Technical Degree,Female,98,2,Healthcare Representative,Single,1,No,3,0,14,2,4,14,11,4,11,6687
28,Sales,26,3,Life Sciences,Male,48,2,Sales Executive,Married,1,No,3,1,5,0,3,5,3,0,4,4724
31,Research & Development,22,4,Medical,Male,98,2,Manufacturing Director,Married,1,Yes,3,2,10,3,2,10,2,6,7,6179
39,Sales,21,4,Life Sciences,Male,44,2,Sales Executive,Married,3,Yes,3,2,8,2,4,5,4,1,4,6120
51,Sales,2,3,Marketing,Male,52,3,Sales Executive,Married,2,No,3,0,14,5,3,4,2,3,2,10596
41,Research & Development,22,3,Life Sciences,Female,75,2,Research Scientist,Divorced,3,Yes,3,2,12,4,2,6,2,3,3,5467
37,Research & Development,4,1,Life Sciences,Male,54,1,Research Scientist,Married,7,Yes,3,0,8,2,3,6,4,1,3,2996
33,Sales,5,1,Life Sciences,Male,61,2,Sales Executive,Married,6,No,3,0,8,2,4,5,4,1,2,9998
32,Sales,2,1,Marketing,Male,36,2,Sales Executive,Married,0,Yes,3,3,4,3,2,3,2,1,2,4078
39,Research & Development,25,2,Life Sciences,Male,71,3,Healthcare Representative,Married,3,No,4,1,13,2,3,6,4,0,5,10920
25,Sales,18,1,Life Sciences,Male,93,2,Sales Executive,Married,2,No,3,0,6,3,2,3,2,1,2,6232
52,Research & Development,28,2,Medical,Female,59,4,Manufacturing Director,Married,2,Yes,3,1,24,3,2,5,3,0,2,13247
43,Research & Development,6,3,Medical,Female,73,2,Research Scientist,Single,1,Yes,3,0,20,3,1,20,7,1,8,4081
27,Sales,10,3,Marketing,Female,98,2,Sales Executive,Married,1,Yes,3,0,6,3,3,6,2,4,4,5769
27,Research & Development,17,4,Life Sciences,Female,51,1,Research Scientist,Single,1,Yes,3,0,8,2,3,8,2,7,7,2394
26,Research & Development,2,1,Medical,Male,36,1,Research Scientist,Single,0,No,3,0,5,2,3,4,3,1,1,3904
42,Human Resources,10,3,Human Resources,Female,31,4,Manager,Married,0,No,3,1,21,5,3,20,7,0,9,16799
52,Research & Development,8,4,Other,Female,54,1,Laboratory Technician,Married,9,No,3,0,12,2,1,5,4,0,4,2950
37,Research & Development,11,3,Medical,Female,94,1,Laboratory Technician,Single,4,No,3,0,8,6,3,3,2,0,2,3629
35,Research & Development,18,2,Life Sciences,Male,60,3,Manufacturing Director,Single,2,No,3,0,10,2,3,2,2,2,2,9362
25,Research & Development,1,3,Technical Degree,Male,81,1,Laboratory Technician,Married,4,No,3,1,7,2,2,3,2,0,2,3229
26,Research & Development,7,3,Other,Male,100,1,Laboratory Technician,Single,0,No,3,0,8,2,3,7,7,0,7,3578
29,Human Resources,17,3,Other,Male,51,3,Human Resources,Single,1,No,3,0,10,3,2,10,9,0,9,7988
49,Research & Development,28,2,Life Sciences,Male,97,2,Laboratory Technician,Single,3,No,4,0,20,2,3,4,3,1,3,4284
29,Research & Development,14,1,Other,Female,84,3,Healthcare Representative,Single,0,Yes,3,0,9,1,3,8,7,7,7,7553
54,Research & Development,1,3,Medical,Female,54,4,Research Director,Single,6,No,3,0,29,3,2,20,7,12,7,17328
58,Research & Development,1,3,Medical,Female,76,5,Research Director,Married,3,Yes,4,1,32,3,3,9,8,1,5,19701
55,Research & Development,1,4,Medical,Male,81,4,Research Director,Divorced,2,No,3,2,31,4,4,7,7,0,0,14732
36,Sales,3,4,Marketing,Female,99,2,Sales Executive,Single,3,Yes,3,0,15,3,3,5,4,0,1,9278
31,Sales,1,4,Life Sciences,Female,50,1,Sales Representative,Single,1,No,3,0,1,3,3,1,0,0,0,1359
30,Sales,7,4,Marketing,Female,73,2,Sales Executive,Divorced,7,No,3,2,8,3,3,3,2,0,2,4779
31,Research & Development,8,5,Life Sciences,Female,93,4,Research Director,Single,3,No,3,0,9,3,4,3,2,1,0,16422
34,Research & Development,1,4,Other,Male,91,1,Research Scientist,Divorced,5,No,3,2,10,2,3,4,3,1,3,2996
31,Research & Development,8,3,Life Sciences,Female,34,1,Research Scientist,Single,1,No,3,0,1,3,4,1,0,0,0,1261
27,Research & Development,11,1,Life Sciences,Male,91,1,Laboratory Technician,Married,0,No,3,0,6,3,4,5,0,1,4,2099
36,Research & Development,4,4,Life Sciences,Male,37,2,Laboratory Technician,Single,1,No,3,0,10,2,2,10,4,1,8,5810
36,Sales,16,4,Marketing,Female,98,2,Sales Executive,Married,4,No,3,2,11,3,2,3,2,0,2,5647
47,Research & Development,1,3,Technical Degree,Male,74,1,Research Scientist,Married,7,No,3,1,17,2,2,6,5,1,2,3420
25,Sales,9,2,Life Sciences,Male,68,1,Sales Representative,Married,3,No,3,0,6,2,3,3,2,2,2,4400
37,Research & Development,5,2,Technical Degree,Male,84,1,Laboratory Technician,Single,0,No,3,0,7,2,1,6,5,1,3,3500
56,Research & Development,1,2,Life Sciences,Female,90,1,Research Scientist,Married,2,No,4,1,5,3,4,3,2,1,0,2066
47,Research & Development,2,4,Medical,Female,82,4,Research Director,Married,3,No,3,2,26,2,4,20,17,5,6,17169
24,Sales,4,1,Medical,Female,42,2,Sales Executive,Married,1,Yes,3,2,5,3,3,5,4,0,3,4162
32,Sales,7,5,Marketing,Male,97,2,Sales Executive,Married,4,No,3,1,7,3,2,4,3,0,3,9204
34,Research & Development,1,3,Life Sciences,Female,86,1,Laboratory Technician,Married,5,No,3,1,7,2,2,5,4,0,2,3294
41,Research & Development,5,5,Medical,Male,90,1,Research Scientist,Married,2,Yes,3,0,7,5,2,4,2,0,3,2127
40,Research & Development,9,4,Other,Male,81,2,Laboratory Technician,Divorced,3,No,3,2,11,2,4,8,7,0,7,3975
31,Sales,8,2,Life Sciences,Male,31,3,Sales Executive,Divorced,1,No,3,1,13,5,3,13,7,9,9,10793
46,Sales,9,3,Marketing,Male,52,3,Sales Executive,Divorced,4,No,3,1,28,1,4,7,7,4,3,10096
39,Research & Development,2,3,Life Sciences,Female,54,1,Laboratory Technician,Single,2,Yes,4,0,11,2,4,1,0,0,0,3646
31,Research & Development,1,5,Life Sciences,Female,100,3,Manufacturing Director,Single,1,No,3,0,10,2,3,10,8,4,7,7446
45,Research & Development,20,3,Medical,Male,95,3,Healthcare Representative,Divorced,2,Yes,3,1,24,2,3,7,7,0,7,10851
31,Human Resources,8,2,Medical,Female,96,1,Human Resources,Single,9,No,3,0,8,3,3,3,2,0,2,2109
31,Research & Development,2,3,Life Sciences,Male,94,1,Laboratory Technician,Married,6,Yes,3,1,7,2,1,2,2,2,2,3722
45,Research & Development,29,3,Technical Degree,Male,55,3,Manufacturing Director,Married,4,Yes,3,2,10,4,4,3,1,1,2,9380
48,Sales,7,3,Marketing,Male,96,2,Sales Executive,Divorced,4,No,3,3,15,3,3,2,2,2,2,5486
34,Human Resources,9,4,Technical Degree,Female,52,1,Human Resources,Married,1,No,3,0,2,0,3,2,2,2,2,2742
40,Research & Development,8,1,Medical,Male,55,3,Research Director,Divorced,2,No,3,1,16,5,3,9,8,4,8,13757
28,Sales,5,3,Medical,Male,84,2,Sales Executive,Single,0,No,3,0,6,4,3,5,4,1,3,8463
44,Research & Development,5,3,Life Sciences,Male,90,1,Laboratory Technician,Single,3,No,3,0,7,5,3,5,2,0,3,3162
53,Research & Development,2,3,Medical,Male,39,4,Research Director,Single,4,No,3,0,35,2,2,9,8,8,8,16598
49,Research & Development,5,4,Technical Degree,Male,96,2,Healthcare Representative,Married,2,No,3,1,20,0,2,3,2,1,2,6651
40,Research & Development,2,3,Medical,Male,68,1,Research Scientist,Divorced,2,No,3,1,8,3,4,3,1,1,2,2345
44,Research & Development,20,3,Life Sciences,Male,49,1,Research Scientist,Single,1,No,3,0,6,3,2,5,2,1,3,3420
33,Sales,7,3,Medical,Male,54,2,Sales Executive,Married,0,No,3,2,5,2,3,4,3,0,3,4373
34,Sales,3,3,Other,Male,81,2,Sales Executive,Single,3,No,3,0,15,2,3,13,9,3,12,4759
30,Sales,16,1,Life Sciences,Male,96,2,Sales Executive,Married,8,No,3,2,4,2,2,2,1,2,2,5301
42,Research & Development,9,2,Medical,Female,74,1,Laboratory Technician,Single,1,No,3,0,12,3,3,12,9,5,8,3673
44,Sales,1,5,Marketing,Female,79,2,Sales Executive,Married,7,No,3,1,11,4,2,1,0,0,0,4768
30,Research & Development,7,3,Technical Degree,Male,64,1,Research Scientist,Divorced,1,No,3,2,1,2,2,1,0,0,0,1274
57,Research & Development,1,2,Life Sciences,Male,93,2,Research Scientist,Married,0,No,4,1,13,2,2,12,9,2,8,4900
49,Research & Development,7,4,Life Sciences,Male,35,3,Healthcare Representative,Divorced,3,No,3,2,29,3,3,8,7,0,7,10466
34,Research & Development,15,3,Medical,Male,71,4,Research Director,Divorced,7,No,3,2,16,3,2,14,8,6,9,17007
28,Sales,1,3,Technical Degree,Male,92,1,Sales Representative,Married,3,No,3,1,5,3,4,3,2,1,2,2909
29,Sales,13,3,Technical Degree,Female,51,2,Sales Executive,Single,5,No,3,0,7,4,1,5,3,0,0,5765
34,Sales,24,4,Medical,Female,40,2,Sales Executive,Single,0,Yes,4,0,16,2,4,15,9,10,10,4599
35,Sales,7,1,Life Sciences,Male,76,1,Sales Representative,Married,1,No,3,1,1,3,3,1,0,0,0,2404
24,Research & Development,9,3,Medical,Male,89,1,Laboratory Technician,Single,2,Yes,3,0,4,2,2,0,0,0,0,3172
24,Sales,13,2,Life Sciences,Female,78,1,Sales Representative,Married,1,No,3,1,1,2,3,1,0,0,0,2033
44,Research & Development,2,1,Medical,Male,86,3,Manufacturing Director,Single,5,Yes,3,0,16,2,2,2,2,2,2,10209
29,Sales,19,3,Life Sciences,Male,77,2,Sales Executive,Divorced,1,No,3,2,10,3,3,10,7,0,4,8620
30,Human Resources,1,3,Life Sciences,Male,46,1,Human Resources,Divorced,0,No,4,1,6,3,4,5,3,1,3,2064
55,Research & Development,4,4,Life Sciences,Male,30,2,Healthcare Representative,Married,0,Yes,3,0,4,2,3,3,2,1,2,4035
33,Research & Development,4,4,Medical,Female,82,1,Laboratory Technician,Married,8,No,3,0,8,5,3,5,4,0,2,3838
47,Sales,14,3,Medical,Female,78,2,Sales Executive,Married,3,Yes,3,1,11,4,2,5,4,1,2,4591
28,Research & Development,2,2,Medical,Male,38,1,Laboratory Technician,Single,7,No,3,0,8,2,2,0,0,0,0,2561
28,Research & Development,1,3,Life Sciences,Male,72,1,Research Scientist,Divorced,1,No,3,1,1,2,1,1,0,0,0,1563
28,Sales,7,3,Life Sciences,Male,55,2,Sales Executive,Single,0,No,3,0,5,5,3,4,2,1,3,4898
49,Research & Development,3,2,Medical,Female,43,2,Laboratory Technician,Married,4,No,4,1,10,3,3,3,2,1,2,4789
29,Research & Development,2,1,Life Sciences,Female,97,1,Laboratory Technician,Married,0,No,3,3,4,3,3,3,2,0,2,3180
28,Research & Development,29,1,Life Sciences,Male,96,2,Manufacturing Director,Married,1,No,3,2,8,2,2,8,6,1,7,6549
33,Research & Development,8,5,Life Sciences,Male,69,2,Healthcare Representative,Single,2,Yes,3,0,14,6,3,0,0,0,0,6388
32,Research & Development,10,3,Medical,Male,64,3,Manager,Single,2,No,4,0,10,5,4,5,2,0,0,11244
54,Research & Development,11,4,Medical,Female,87,4,Manager,Divorced,3,No,4,1,26,2,3,14,9,1,12,16032
29,Research & Development,1,4,Technical Degree,Male,100,1,Research Scientist,Single,6,No,3,0,11,2,1,9,7,0,7,2362
44,Research & Development,28,3,Life Sciences,Male,32,4,Research Director,Married,3,No,3,1,24,1,4,20,6,14,17,16328
39,Research & Development,6,3,Life Sciences,Female,32,3,Manufacturing Director,Single,4,No,3,0,9,3,3,2,0,2,2,8376
46,Sales,3,3,Life Sciences,Female,51,4,Manager,Married,8,No,3,1,23,2,4,13,12,5,1,16606
35,Research & Development,16,3,Life Sciences,Female,91,3,Healthcare Representative,Single,1,No,3,0,11,3,1,11,8,3,3,8606
23,Research & Development,20,1,Life Sciences,Male,97,2,Laboratory Technician,Single,0,No,3,0,5,2,3,4,3,1,2,2272
40,Research & Development,9,4,Life Sciences,Male,86,1,Laboratory Technician,Single,3,No,3,0,15,3,1,5,4,1,0,2018
34,Sales,1,3,Technical Degree,Male,64,3,Sales Executive,Married,1,Yes,3,0,10,3,3,10,9,8,6,7083
31,Research & Development,3,3,Life Sciences,Female,33,1,Research Scientist,Single,1,No,3,0,7,2,1,7,2,7,7,4084
50,Research & Development,22,5,Medical,Male,88,4,Research Director,Single,1,Yes,3,0,32,2,3,32,6,13,9,14411
34,Sales,7,2,Technical Degree,Male,55,1,Sales Representative,Married,0,Yes,4,1,12,4,3,11,10,5,7,2308
42,Research & Development,2,3,Medical,Male,68,1,Laboratory Technician,Married,4,No,3,1,4,3,3,1,0,0,0,4841
37,Research & Development,13,3,Medical,Male,47,2,Research Scientist,Married,1,No,3,0,10,2,3,10,8,3,7,4285
29,Research & Development,8,1,Other,Female,39,2,Healthcare Representative,Married,3,No,3,1,9,3,3,7,7,0,7,9715
33,Research & Development,25,3,Life Sciences,Male,44,2,Manufacturing Director,Single,1,No,3,0,5,2,3,5,3,0,2,4320
45,Research & Development,28,3,Technical Degree,Male,97,1,Research Scientist,Married,4,No,4,1,8,3,3,5,4,0,3,2132
42,Research & Development,2,3,Life Sciences,Male,40,3,Healthcare Representative,Married,2,Yes,3,1,24,3,1,20,8,13,9,10124
40,Sales,9,2,Medical,Male,47,2,Sales Executive,Married,0,No,3,0,9,5,4,8,4,7,1,5473
33,Research & Development,28,4,Life Sciences,Male,79,2,Laboratory Technician,Married,1,Yes,3,1,15,3,3,15,14,5,7,5207
40,Human Resources,6,2,Medical,Male,38,4,Manager,Single,1,Yes,4,0,21,2,3,21,7,7,7,16437
24,Research & Development,21,2,Technical Degree,Male,57,1,Laboratory Technician,Divorced,0,No,3,3,2,3,3,1,1,0,0,2296
40,Research & Development,8,2,Life Sciences,Male,72,2,Healthcare Representative,Divorced,3,Yes,3,0,8,2,3,2,2,2,2,4069
45,Research & Development,1,4,Technical Degree,Male,66,3,Healthcare Representative,Divorced,1,No,3,3,10,4,3,10,8,7,7,7441
35,Sales,28,4,Life Sciences,Female,98,1,Sales Representative,Married,0,No,4,2,6,5,3,5,3,4,2,2430
32,Research & Development,5,2,Life Sciences,Female,67,2,Research Scientist,Married,3,No,3,1,12,2,3,7,1,2,5,5878
36,Sales,2,4,Life Sciences,Male,70,1,Sales Representative,Single,3,Yes,4,0,7,3,2,3,2,1,2,2644
48,Sales,16,4,Life Sciences,Female,96,2,Sales Executive,Divorced,8,No,3,1,18,2,3,8,7,7,7,6439
29,Research & Development,9,3,Life Sciences,Male,91,1,Research Scientist,Married,6,No,3,2,5,2,2,1,0,0,0,2451
33,Sales,8,4,Life Sciences,Male,46,2,Sales Executive,Married,2,No,3,1,8,6,1,2,2,2,2,6392
30,Sales,1,3,Life Sciences,Male,64,2,Sales Executive,Married,1,No,3,1,10,4,3,10,8,6,7,9714
38,Human Resources,10,4,Human Resources,Male,71,2,Human Resources,Married,3,No,3,0,10,2,3,6,3,1,2,6077
35,Research & Development,1,3,Medical,Male,68,1,Laboratory Technician,Single,1,No,3,0,3,3,3,3,0,1,2,2450
30,Sales,29,4,Technical Degree,Male,33,3,Sales Executive,Married,3,No,3,1,9,3,3,4,2,1,3,9250
35,Research & Development,2,3,Life Sciences,Female,69,1,Laboratory Technician,Divorced,1,Yes,3,1,1,2,3,1,0,0,0,2074
53,Research & Development,2,5,Technical Degree,Female,78,3,Manufacturing Director,Married,0,No,3,1,34,4,3,33,7,1,9,10169
38,Research & Development,2,3,Medical,Male,81,2,Manufacturing Director,Married,4,No,3,2,7,2,3,5,2,1,4,4855
32,Research & Development,1,4,Technical Degree,Male,62,2,Research Scientist,Married,4,No,3,1,9,3,2,6,5,1,2,4087
48,Research & Development,15,4,Other,Female,65,1,Research Scientist,Married,8,No,3,1,10,3,2,8,2,7,6,2367
34,Research & Development,7,4,Medical,Male,35,1,Research Scientist,Single,1,No,3,0,1,4,1,1,0,0,0,2972
55,Sales,26,5,Marketing,Male,60,5,Manager,Married,1,No,4,1,36,3,3,36,6,2,13,19586
34,Research & Development,1,4,Life Sciences,Male,45,2,Research Scientist,Married,9,No,3,1,9,3,2,2,2,2,1,5484
26,Research & Development,3,3,Life Sciences,Female,89,1,Research Scientist,Married,1,No,4,0,1,5,3,1,0,0,0,2061
38,Sales,14,3,Life Sciences,Male,80,2,Sales Executive,Married,0,No,3,1,10,3,3,9,8,7,7,9924
38,Sales,16,3,Life Sciences,Female,90,2,Sales Executive,Single,2,No,3,0,8,5,4,3,2,1,2,4198
36,Sales,1,4,Life Sciences,Female,73,2,Sales Executive,Single,6,No,3,0,15,5,3,1,0,0,0,6815
29,Research & Development,3,1,Medical,Male,87,1,Laboratory Technician,Single,1,Yes,3,0,10,3,3,10,9,1,5,4723
35,Research & Development,10,4,Medical,Female,51,2,Healthcare Representative,Single,3,Yes,3,0,10,4,3,5,2,0,4,6142
39,Sales,6,3,Medical,Male,38,3,Sales Executive,Married,2,No,3,1,11,3,3,7,6,7,6,8237
29,Research & Development,2,1,Life Sciences,Male,87,2,Healthcare Representative,Divorced,1,No,3,1,6,0,4,6,4,1,3,8853
50,Sales,9,3,Marketing,Male,59,5,Manager,Married,4,Yes,3,1,27,2,3,1,0,0,0,19331
23,Research & Development,10,3,Technical Degree,Male,45,1,Research Scientist,Married,2,No,3,1,4,2,3,2,2,2,2,2073
36,Research & Development,6,4,Life Sciences,Male,80,2,Laboratory Technician,Married,3,Yes,3,1,9,3,3,3,2,0,2,5562
42,Research & Development,9,2,Other,Male,93,5,Manager,Single,8,No,4,0,24,2,3,1,0,0,1,19613
35,Research & Development,28,3,Life Sciences,Male,46,2,Laboratory Technician,Married,1,No,3,2,10,3,2,10,9,6,8,3407
34,Research & Development,10,4,Technical Degree,Male,92,2,Healthcare Representative,Married,1,No,3,1,8,3,2,8,2,7,7,5063
40,Sales,14,2,Life Sciences,Female,84,2,Sales Executive,Married,1,No,3,1,5,2,3,5,4,1,2,4639
43,Research & Development,27,3,Technical Degree,Male,87,1,Laboratory Technician,Divorced,5,No,3,1,8,0,3,6,4,0,2,4876
35,Research & Development,7,2,Life Sciences,Male,63,1,Laboratory Technician,Married,1,No,3,1,1,5,2,1,0,0,1,2690
46,Sales,1,4,Life Sciences,Male,56,4,Manager,Single,1,No,3,0,27,5,1,26,0,0,12,17567
28,Research & Development,24,3,Medical,Male,51,1,Laboratory Technician,Married,1,Yes,3,3,1,3,3,1,1,0,0,2408
22,Research & Development,26,2,Other,Female,85,1,Research Scientist,Married,1,Yes,3,0,4,2,2,4,2,1,3,2814
50,Research & Development,20,5,Medical,Male,41,4,Healthcare Representative,Married,2,Yes,3,1,32,3,3,30,8,12,13,11245
